Tỉnh Thành Phố,Mã TP,Quận Huyện,Mã QH,Phường Xã,Mã PX,Cấp,Tên Tiếng Anh
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Phong Vân,09640,Xã,
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Phú Đông,09643,Xã,
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Phú Phương,09646,Xã,
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Phú Châu,09649,Xã,
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Thái Hòa,09652,Xã,
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Đồng Thái,09655,Xã,
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Phú Sơn,09658,Xã,
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Minh Châu,09661,Xã,
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Vật Lại,09664,Xã,
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Chu Minh,09667,Xã,
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Tòng Bạt,09670,Xã,
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Cẩm Lĩnh,09673,Xã,
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Sơn Đà,09676,Xã,
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Đông Quang,09679,Xã,
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Tiên Phong,09682,Xã,
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Thụy An,09685,Xã,
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Cam Thượng,09688,Xã,
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Thuần Mỹ,09691,Xã,
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Tản Lĩnh,09694,Xã,
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Ba Trại,09697,Xã,
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Minh Quang,09700,Xã,
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Ba Vì,09703,Xã,
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Vân Hòa,09706,Xã,
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Yên Bài,09709,Xã,
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Khánh Thượng,09712,Xã,
Thành phố Hà Nội,01,Huyện Phúc Thọ,272,Thị trấn Phúc Thọ,09715,Thị trấn,
Thành phố Hà Nội,01,Huyện Phúc Thọ,272,Xã Vân Hà,09718,Xã,
Thành phố Hà Nội,01,Huyện Phúc Thọ,272,Xã Vân Phúc,09721,Xã,
Thành phố Hà Nội,01,Huyện Phúc Thọ,272,Xã Vân Nam,09724,Xã,
Thành phố Hà Nội,01,Huyện Phúc Thọ,272,Xã Xuân Đình,09727,Xã,
Thành phố Hà Nội,01,Huyện Phúc Thọ,272,Xã Sen Phương,09733,Xã,
Thành phố Hà Nội,01,Huyện Phúc Thọ,272,Xã Võng Xuyên,09739,Xã,
Thành phố Hà Nội,01,Huyện Phúc Thọ,272,Xã Thọ Lộc,09742,Xã,
Thành phố Hà Nội,01,Huyện Phúc Thọ,272,Xã Long Xuyên,09745,Xã,
Thành phố Hà Nội,01,Huyện Phúc Thọ,272,Xã Thượng Cốc,09748,Xã,
Thành phố Hà Nội,01,Huyện Phúc Thọ,272,Xã Hát Môn,09751,Xã,
Thành phố Hà Nội,01,Huyện Phúc Thọ,272,Xã Tích Giang,09754,Xã,
Thành phố Hà Nội,01,Huyện Phúc Thọ,272,Xã Thanh Đa,09757,Xã,
Thành phố Hà Nội,01,Huyện Phúc Thọ,272,Xã Trạch Mỹ Lộc,09760,Xã,
Thành phố Hà Nội,01,Huyện Phúc Thọ,272,Xã Phúc Hòa,09763,Xã,
Thành phố Hà Nội,01,Huyện Phúc Thọ,272,Xã Ngọc Tảo,09766,Xã,
Thành phố Hà Nội,01,Huyện Phúc Thọ,272,Xã Phụng Thượng,09769,Xã,
Thành phố Hà Nội,01,Huyện Phúc Thọ,272,Xã Tam Thuấn,09772,Xã,
Thành phố Hà Nội,01,Huyện Phúc Thọ,272,Xã Tam Hiệp,09775,Xã,
Thành phố Hà Nội,01,Huyện Phúc Thọ,272,Xã Hiệp Thuận,09778,Xã,
Thành phố Hà Nội,01,Huyện Phúc Thọ,272,Xã Liên Hiệp,09781,Xã,
Thành phố Hà Nội,01,Huyện Đan Phượng,273,Thị trấn Phùng,09784,Thị trấn,
Thành phố Hà Nội,01,Huyện Đan Phượng,273,Xã Trung Châu,09787,Xã,
Thành phố Hà Nội,01,Huyện Đan Phượng,273,Xã Thọ An,09790,Xã,
Thành phố Hà Nội,01,Huyện Đan Phượng,273,Xã Thọ Xuân,09793,Xã,
Thành phố Hà Nội,01,Huyện Đan Phượng,273,Xã Hồng Hà,09796,Xã,
Thành phố Hà Nội,01,Huyện Đan Phượng,273,Xã Liên Hồng,09799,Xã,
Thành phố Hà Nội,01,Huyện Đan Phượng,273,Xã Liên Hà,09802,Xã,
Thành phố Hà Nội,01,Huyện Đan Phượng,273,Xã Hạ Mỗ,09805,Xã,
Thành phố Hà Nội,01,Huyện Đan Phượng,273,Xã Liên Trung,09808,Xã,
Thành phố Hà Nội,01,Huyện Đan Phượng,273,Xã Phương Đình,09811,Xã,
Thành phố Hà Nội,01,Huyện Đan Phượng,273,Xã Thượng Mỗ,09814,Xã,
Thành phố Hà Nội,01,Huyện Đan Phượng,273,Xã Tân Hội,09817,Xã,
Thành phố Hà Nội,01,Huyện Đan Phượng,273,Xã Tân Lập,09820,Xã,
Thành phố Hà Nội,01,Huyện Đan Phượng,273,Xã Đan Phượng,09823,Xã,
Thành phố Hà Nội,01,Huyện Đan Phượng,273,Xã Đồng Tháp,09826,Xã,
Thành phố Hà Nội,01,Huyện Đan Phượng,273,Xã Song Phượng,09829,Xã,
Thành phố Hà Nội,01,Huyện Hoài Đức,274,Thị trấn Trạm Trôi,09832,Thị trấn,
Thành phố Hà Nội,01,Huyện Hoài Đức,274,Xã Đức Thượng,09835,Xã,
Thành phố Hà Nội,01,Huyện Hoài Đức,274,Xã Minh Khai,09838,Xã,
Thành phố Hà Nội,01,Huyện Hoài Đức,274,Xã Dương Liễu,09841,Xã,
Thành phố Hà Nội,01,Huyện Hoài Đức,274,Xã Di Trạch,09844,Xã,
Thành phố Hà Nội,01,Huyện Hoài Đức,274,Xã Đức Giang,09847,Xã,
Thành phố Hà Nội,01,Huyện Hoài Đức,274,Xã Cát Quế,09850,Xã,
Thành phố Hà Nội,01,Huyện Hoài Đức,274,Xã Kim Chung,09853,Xã,
Thành phố Hà Nội,01,Huyện Hoài Đức,274,Xã Yên Sở,09856,Xã,
Thành phố Hà Nội,01,Huyện Hoài Đức,274,Xã Sơn Đồng,09859,Xã,
Thành phố Hà Nội,01,Huyện Hoài Đức,274,Xã Vân Canh,09862,Xã,
Thành phố Hà Nội,01,Huyện Hoài Đức,274,Xã Đắc Sở,09865,Xã,
Thành phố Hà Nội,01,Huyện Hoài Đức,274,Xã Lại Yên,09868,Xã,
Thành phố Hà Nội,01,Huyện Hoài Đức,274,Xã Tiền Yên,09871,Xã,
Thành phố Hà Nội,01,Huyện Hoài Đức,274,Xã Song Phương,09874,Xã,
Thành phố Hà Nội,01,Huyện Hoài Đức,274,Xã An Khánh,09877,Xã,
Thành phố Hà Nội,01,Huyện Hoài Đức,274,Xã An Thượng,09880,Xã,
Thành phố Hà Nội,01,Huyện Hoài Đức,274,Xã Vân Côn,09883,Xã,
Thành phố Hà Nội,01,Huyện Hoài Đức,274,Xã La Phù,09889,Xã,
Thành phố Hà Nội,01,Huyện Hoài Đức,274,Xã Đông La,09892,Xã,
Thành phố Hà Nội,01,Huyện Quốc Oai,275,Xã Đông Xuân,04939,Xã,
Thành phố Hà Nội,01,Huyện Quốc Oai,275,Thị trấn Quốc Oai,09895,Thị trấn,
Thành phố Hà Nội,01,Huyện Quốc Oai,275,Xã Sài Sơn,09898,Xã,
Thành phố Hà Nội,01,Huyện Quốc Oai,275,Xã Phượng Cách,09901,Xã,
Thành phố Hà Nội,01,Huyện Quốc Oai,275,Xã Yên Sơn,09904,Xã,
Thành phố Hà Nội,01,Huyện Quốc Oai,275,Xã Ngọc Liệp,09907,Xã,
Thành phố Hà Nội,01,Huyện Quốc Oai,275,Xã Ngọc Mỹ,09910,Xã,
Thành phố Hà Nội,01,Huyện Quốc Oai,275,Xã Liệp Tuyết,09913,Xã,
Thành phố Hà Nội,01,Huyện Quốc Oai,275,Xã Thạch Thán,09916,Xã,
Thành phố Hà Nội,01,Huyện Quốc Oai,275,Xã Đồng Quang,09919,Xã,
Thành phố Hà Nội,01,Huyện Quốc Oai,275,Xã Phú Cát,09922,Xã,
Thành phố Hà Nội,01,Huyện Quốc Oai,275,Xã Tuyết Nghĩa,09925,Xã,
Thành phố Hà Nội,01,Huyện Quốc Oai,275,Xã Nghĩa Hương,09928,Xã,
Thành phố Hà Nội,01,Huyện Quốc Oai,275,Xã Cộng Hòa,09931,Xã,
Thành phố Hà Nội,01,Huyện Quốc Oai,275,Xã Tân Phú,09934,Xã,
Thành phố Hà Nội,01,Huyện Quốc Oai,275,Xã Đại Thành,09937,Xã,
Thành phố Hà Nội,01,Huyện Quốc Oai,275,Xã Phú Mãn,09940,Xã,
Thành phố Hà Nội,01,Huyện Quốc Oai,275,Xã Cấn Hữu,09943,Xã,
Thành phố Hà Nội,01,Huyện Quốc Oai,275,Xã Tân Hòa,09946,Xã,
Thành phố Hà Nội,01,Huyện Quốc Oai,275,Xã Hòa Thạch,09949,Xã,
Thành phố Hà Nội,01,Huyện Quốc Oai,275,Xã Đông Yên,09952,Xã,
Thành phố Hà Nội,01,Huyện Thạch Thất,276,Xã Yên Trung,04927,Xã,
Thành phố Hà Nội,01,Huyện Thạch Thất,276,Xã Yên Bình,04930,Xã,
Thành phố Hà Nội,01,Huyện Thạch Thất,276,Xã Tiến Xuân,04936,Xã,
Thành phố Hà Nội,01,Huyện Thạch Thất,276,Thị trấn Liên Quan,09955,Thị trấn,
Thành phố Hà Nội,01,Huyện Thạch Thất,276,Xã Đại Đồng,09958,Xã,
Thành phố Hà Nội,01,Huyện Thạch Thất,276,Xã Cẩm Yên,09961,Xã,
Thành phố Hà Nội,01,Huyện Thạch Thất,276,Xã Lại Thượng,09964,Xã,
Thành phố Hà Nội,01,Huyện Thạch Thất,276,Xã Phú Kim,09967,Xã,
Thành phố Hà Nội,01,Huyện Thạch Thất,276,Xã Hương Ngải,09970,Xã,
Thành phố Hà Nội,01,Huyện Thạch Thất,276,Xã Canh Nậu,09973,Xã,
Thành phố Hà Nội,01,Huyện Thạch Thất,276,Xã Kim Quan,09976,Xã,
Thành phố Hà Nội,01,Huyện Thạch Thất,276,Xã Dị Nậu,09979,Xã,
Thành phố Hà Nội,01,Huyện Thạch Thất,276,Xã Bình Yên,09982,Xã,
Thành phố Hà Nội,01,Huyện Thạch Thất,276,Xã Chàng Sơn,09985,Xã,
Thành phố Hà Nội,01,Huyện Thạch Thất,276,Xã Thạch Hoà,09988,Xã,
Thành phố Hà Nội,01,Huyện Thạch Thất,276,Xã Cần Kiệm,09991,Xã,
Thành phố Hà Nội,01,Huyện Thạch Thất,276,Xã Hữu Bằng,09994,Xã,
Thành phố Hà Nội,01,Huyện Thạch Thất,276,Xã Phùng Xá,09997,Xã,
Thành phố Hà Nội,01,Huyện Thạch Thất,276,Xã Tân Xã,10000,Xã,
Thành phố Hà Nội,01,Huyện Thạch Thất,276,Xã Thạch Xá,10003,Xã,
Thành phố Hà Nội,01,Huyện Thạch Thất,276,Xã Bình Phú,10006,Xã,
Thành phố Hà Nội,01,Huyện Thạch Thất,276,Xã Hạ Bằng,10009,Xã,
Thành phố Hà Nội,01,Huyện Thạch Thất,276,Xã Đồng Trúc,10012,Xã,
Thành phố Hà Nội,01,Huyện Chương Mỹ,277,Thị trấn Chúc Sơn,10015,Thị trấn,
Thành phố Hà Nội,01,Huyện Chương Mỹ,277,Thị trấn Xuân Mai,10018,Thị trấn,
Thành phố Hà Nội,01,Huyện Chương Mỹ,277,Xã Phụng Châu,10021,Xã,
Thành phố Hà Nội,01,Huyện Chương Mỹ,277,Xã Tiên Phương,10024,Xã,
Thành phố Hà Nội,01,Huyện Chương Mỹ,277,Xã Đông Sơn,10027,Xã,
Thành phố Hà Nội,01,Huyện Chương Mỹ,277,Xã Đông Phương Yên,10030,Xã,
Thành phố Hà Nội,01,Huyện Chương Mỹ,277,Xã Phú Nghĩa,10033,Xã,
Thành phố Hà Nội,01,Huyện Chương Mỹ,277,Xã Trường Yên,10039,Xã,
Thành phố Hà Nội,01,Huyện Chương Mỹ,277,Xã Ngọc Hòa,10042,Xã,
Thành phố Hà Nội,01,Huyện Chương Mỹ,277,Xã Thủy Xuân Tiên,10045,Xã,
Thành phố Hà Nội,01,Huyện Chương Mỹ,277,Xã Thanh Bình,10048,Xã,
Thành phố Hà Nội,01,Huyện Chương Mỹ,277,Xã Trung Hòa,10051,Xã,
Thành phố Hà Nội,01,Huyện Chương Mỹ,277,Xã Đại Yên,10054,Xã,
Thành phố Hà Nội,01,Huyện Chương Mỹ,277,Xã Thụy Hương,10057,Xã,
Thành phố Hà Nội,01,Huyện Chương Mỹ,277,Xã Tốt Động,10060,Xã,
Thành phố Hà Nội,01,Huyện Chương Mỹ,277,Xã Lam Điền,10063,Xã,
Thành phố Hà Nội,01,Huyện Chương Mỹ,277,Xã Tân Tiến,10066,Xã,
Thành phố Hà Nội,01,Huyện Chương Mỹ,277,Xã Nam Phương Tiến,10069,Xã,
Thành phố Hà Nội,01,Huyện Chương Mỹ,277,Xã Hợp Đồng,10072,Xã,
Thành phố Hà Nội,01,Huyện Chương Mỹ,277,Xã Hoàng Văn Thụ,10075,Xã,
Thành phố Hà Nội,01,Huyện Chương Mỹ,277,Xã Hoàng Diệu,10078,Xã,
Thành phố Hà Nội,01,Huyện Chương Mỹ,277,Xã Hữu Văn,10081,Xã,
Thành phố Hà Nội,01,Huyện Chương Mỹ,277,Xã Quảng Bị,10084,Xã,
Thành phố Hà Nội,01,Huyện Chương Mỹ,277,Xã Mỹ Lương,10087,Xã,
Thành phố Hà Nội,01,Huyện Chương Mỹ,277,Xã Thượng Vực,10090,Xã,
Thành phố Hà Nội,01,Huyện Chương Mỹ,277,Xã Hồng Phong,10093,Xã,
Thành phố Hà Nội,01,Huyện Chương Mỹ,277,Xã Đồng Phú,10096,Xã,
Thành phố Hà Nội,01,Huyện Chương Mỹ,277,Xã Trần Phú,10099,Xã,
Thành phố Hà Nội,01,Huyện Chương Mỹ,277,Xã Văn Võ,10102,Xã,
Thành phố Hà Nội,01,Huyện Chương Mỹ,277,Xã Đồng Lạc,10105,Xã,
Thành phố Hà Nội,01,Huyện Chương Mỹ,277,Xã Hòa Chính,10108,Xã,
Thành phố Hà Nội,01,Huyện Chương Mỹ,277,Xã Phú Nam An,10111,Xã,
Thành phố Hà Nội,01,Huyện Thanh Oai,278,Thị trấn Kim Bài,10114,Thị trấn,
Thành phố Hà Nội,01,Huyện Thanh Oai,278,Xã Cự Khê,10120,Xã,
Thành phố Hà Nội,01,Huyện Thanh Oai,278,Xã Bích Hòa,10126,Xã,
Thành phố Hà Nội,01,Huyện Thanh Oai,278,Xã Mỹ Hưng,10129,Xã,
Thành phố Hà Nội,01,Huyện Thanh Oai,278,Xã Cao Viên,10132,Xã,
Thành phố Hà Nội,01,Huyện Thanh Oai,278,Xã Bình Minh,10135,Xã,
Thành phố Hà Nội,01,Huyện Thanh Oai,278,Xã Tam Hưng,10138,Xã,
Thành phố Hà Nội,01,Huyện Thanh Oai,278,Xã Thanh Cao,10141,Xã,
Thành phố Hà Nội,01,Huyện Thanh Oai,278,Xã Thanh Thùy,10144,Xã,
Thành phố Hà Nội,01,Huyện Thanh Oai,278,Xã Thanh Mai,10147,Xã,
Thành phố Hà Nội,01,Huyện Thanh Oai,278,Xã Thanh Văn,10150,Xã,
Thành phố Hà Nội,01,Huyện Thanh Oai,278,Xã Đỗ Động,10153,Xã,
Thành phố Hà Nội,01,Huyện Thanh Oai,278,Xã Kim An,10156,Xã,
Thành phố Hà Nội,01,Huyện Thanh Oai,278,Xã Kim Thư,10159,Xã,
Thành phố Hà Nội,01,Huyện Thanh Oai,278,Xã Phương Trung,10162,Xã,
Thành phố Hà Nội,01,Huyện Thanh Oai,278,Xã Tân Ước,10165,Xã,
Thành phố Hà Nội,01,Huyện Thanh Oai,278,Xã Dân Hòa,10168,Xã,
Thành phố Hà Nội,01,Huyện Thanh Oai,278,Xã Liên Châu,10171,Xã,
Thành phố Hà Nội,01,Huyện Thanh Oai,278,Xã Cao Dương,10174,Xã,
Thành phố Hà Nội,01,Huyện Thanh Oai,278,Xã Xuân Dương,10177,Xã,
Thành phố Hà Nội,01,Huyện Thanh Oai,278,Xã Hồng Dương,10180,Xã,
Thành phố Hà Nội,01,Huyện Thường Tín,279,Thị trấn Thường Tín,10183,Thị trấn,
Thành phố Hà Nội,01,Huyện Thường Tín,279,Xã Ninh Sở,10186,Xã,
Thành phố Hà Nội,01,Huyện Thường Tín,279,Xã Nhị Khê,10189,Xã,
Thành phố Hà Nội,01,Huyện Thường Tín,279,Xã Duyên Thái,10192,Xã,
Thành phố Hà Nội,01,Huyện Thường Tín,279,Xã Khánh Hà,10195,Xã,
Thành phố Hà Nội,01,Huyện Thường Tín,279,Xã Hòa Bình,10198,Xã,
Thành phố Hà Nội,01,Huyện Thường Tín,279,Xã Văn Bình,10201,Xã,
Thành phố Hà Nội,01,Huyện Thường Tín,279,Xã Hiền Giang,10204,Xã,
Thành phố Hà Nội,01,Huyện Thường Tín,279,Xã Hồng Vân,10207,Xã,
Thành phố Hà Nội,01,Huyện Thường Tín,279,Xã Vân Tảo,10210,Xã,
Thành phố Hà Nội,01,Huyện Thường Tín,279,Xã Liên Phương,10213,Xã,
Thành phố Hà Nội,01,Huyện Thường Tín,279,Xã Văn Phú,10216,Xã,
Thành phố Hà Nội,01,Huyện Thường Tín,279,Xã Tự Nhiên,10219,Xã,
Thành phố Hà Nội,01,Huyện Thường Tín,279,Xã Tiền Phong,10222,Xã,
Thành phố Hà Nội,01,Huyện Thường Tín,279,Xã Hà Hồi,10225,Xã,
Thành phố Hà Nội,01,Huyện Thường Tín,279,Xã Thư Phú,10228,Xã,
Thành phố Hà Nội,01,Huyện Thường Tín,279,Xã Nguyễn Trãi,10231,Xã,
Thành phố Hà Nội,01,Huyện Thường Tín,279,Xã Quất Động,10234,Xã,
Thành phố Hà Nội,01,Huyện Thường Tín,279,Xã Chương Dương,10237,Xã,
Thành phố Hà Nội,01,Huyện Thường Tín,279,Xã Tân Minh,10240,Xã,
Thành phố Hà Nội,01,Huyện Thường Tín,279,Xã Lê Lợi,10243,Xã,
Thành phố Hà Nội,01,Huyện Thường Tín,279,Xã Thắng Lợi,10246,Xã,
Thành phố Hà Nội,01,Huyện Thường Tín,279,Xã Dũng Tiến,10249,Xã,
Thành phố Hà Nội,01,Huyện Thường Tín,279,Xã Thống Nhất,10252,Xã,
Thành phố Hà Nội,01,Huyện Thường Tín,279,Xã Nghiêm Xuyên,10255,Xã,
Thành phố Hà Nội,01,Huyện Thường Tín,279,Xã Tô Hiệu,10258,Xã,
Thành phố Hà Nội,01,Huyện Thường Tín,279,Xã Văn Tự,10261,Xã,
Thành phố Hà Nội,01,Huyện Thường Tín,279,Xã Vạn Điểm,10264,Xã,
Thành phố Hà Nội,01,Huyện Thường Tín,279,Xã Minh Cường,10267,Xã,
Thành phố Hà Nội,01,Huyện Phú Xuyên,280,Thị trấn Phú Minh,10270,Thị trấn,
Thành phố Hà Nội,01,Huyện Phú Xuyên,280,Thị trấn Phú Xuyên,10273,Thị trấn,
Thành phố Hà Nội,01,Huyện Phú Xuyên,280,Xã Hồng Minh,10276,Xã,
Thành phố Hà Nội,01,Huyện Phú Xuyên,280,Xã Phượng Dực,10279,Xã,
Thành phố Hà Nội,01,Huyện Phú Xuyên,280,Xã Nam Tiến,10282,Xã,
Thành phố Hà Nội,01,Huyện Phú Xuyên,280,Xã Tri Trung,10288,Xã,
Thành phố Hà Nội,01,Huyện Phú Xuyên,280,Xã Đại Thắng,10291,Xã,
Thành phố Hà Nội,01,Huyện Phú Xuyên,280,Xã Phú Túc,10294,Xã,
Thành phố Hà Nội,01,Huyện Phú Xuyên,280,Xã Văn Hoàng,10297,Xã,
Thành phố Hà Nội,01,Huyện Phú Xuyên,280,Xã Hồng Thái,10300,Xã,
Thành phố Hà Nội,01,Huyện Phú Xuyên,280,Xã Hoàng Long,10303,Xã,
Thành phố Hà Nội,01,Huyện Phú Xuyên,280,Xã Quang Trung,10306,Xã,
Thành phố Hà Nội,01,Huyện Phú Xuyên,280,Xã Nam Phong,10309,Xã,
Thành phố Hà Nội,01,Huyện Phú Xuyên,280,Xã Nam Triều,10312,Xã,
Thành phố Hà Nội,01,Huyện Phú Xuyên,280,Xã Tân Dân,10315,Xã,
Thành phố Hà Nội,01,Huyện Phú Xuyên,280,Xã Sơn Hà,10318,Xã,
Thành phố Hà Nội,01,Huyện Phú Xuyên,280,Xã Chuyên Mỹ,10321,Xã,
Thành phố Hà Nội,01,Huyện Phú Xuyên,280,Xã Khai Thái,10324,Xã,
Thành phố Hà Nội,01,Huyện Phú Xuyên,280,Xã Phúc Tiến,10327,Xã,
Thành phố Hà Nội,01,Huyện Phú Xuyên,280,Xã Vân Từ,10330,Xã,
Thành phố Hà Nội,01,Huyện Phú Xuyên,280,Xã Tri Thủy,10333,Xã,
Thành phố Hà Nội,01,Huyện Phú Xuyên,280,Xã Đại Xuyên,10336,Xã,
Thành phố Hà Nội,01,Huyện Phú Xuyên,280,Xã Phú Yên,10339,Xã,
Thành phố Hà Nội,01,Huyện Phú Xuyên,280,Xã Bạch Hạ,10342,Xã,
Thành phố Hà Nội,01,Huyện Phú Xuyên,280,Xã Quang Lãng,10345,Xã,
Thành phố Hà Nội,01,Huyện Phú Xuyên,280,Xã Châu Can,10348,Xã,
Thành phố Hà Nội,01,Huyện Phú Xuyên,280,Xã Minh Tân,10351,Xã,
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Thị trấn Vân Đình,10354,Thị trấn,
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Viên An,10357,Xã,
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Viên Nội,10360,Xã,
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Hoa Sơn,10363,Xã,
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Quảng Phú Cầu,10366,Xã,
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Trường Thịnh,10369,Xã,
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Cao Thành,10372,Xã,
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Liên Bạt,10375,Xã,
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Sơn Công,10378,Xã,
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Đồng Tiến,10381,Xã,
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Phương Tú,10384,Xã,
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Trung Tú,10387,Xã,
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Đồng Tân,10390,Xã,
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Tảo Dương Văn,10393,Xã,
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Vạn Thái,10396,Xã,
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Minh Đức,10399,Xã,
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Hòa Lâm,10402,Xã,
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Hòa Xá,10405,Xã,
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Trầm Lộng,10408,Xã,
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Kim Đường,10411,Xã,
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Hòa Nam,10414,Xã,
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Hòa Phú,10417,Xã,
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Đội Bình,10420,Xã,
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Đại Hùng,10423,Xã,
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Đông Lỗ,10426,Xã,
